srch_id,item_id,item_title,item_add1,item_add2
4831,710124717,Goldstar Catering & Restaurant,22  Ridge St,"Glens Falls, NY 12801"
4832,710127027,Bad Eye Bob's,205 W Main St,"McConnelsville, OH 43756"
4833,710130965,Panda Express,3850  Merle Hay Rd,"Des Moines, IA"
4834,710131220,Restaurant Development Group,8232 E Sells Dr,"Scottsdale, AZ 85251"
4835,710132001,Ma Duke S Cafe And Deli,415 E Washington St,"Syracuse, NY 13202"
4836,710137152,Bread Basket 2 LLC,182 N Main St,"Victor, ID 83455"
4837,710141600,Jammy Buggars,15625  Detroit Ave,"Lakewood, OH 44107"
4838,710151199,Tropical Delight,172 S 4th Ave,"Yuma, AZ 85364"
4839,710154021,El Vaquero Mexican Restaurant,24  Main St,"Toledo, OH 43605"
4840,710176961,Tequilana Mexican Restaurant,785 E Butler Rd,"Mauldin, SC 29662"
4841,710178131,Taqueria Las Penitas,1230  Hansen Ave,"Burley, ID 83318"
4842,710188886,Haught Pot's Pizza And Subs,120 N 2nd St,"Douglas, WY 82633"
4843,710188888,Pinky G's Pizzeria,50 W Broadway Ave,"Jackson, WY 83001"
4844,710230266,Tj's Bar & Grille,2333 W 200  S,"Vallonia, IN 47281"
4845,710255100,Bombay Cafe,57 N 700  E,"Saint George, UT 84770"
4846,710255154,Jimmy John's,1139  Addison Ave E,"Twin Falls, ID"
4847,710263840,Saucy,1703  Addison Ave E,"Twin Falls, ID 83301"
4848,710270015,Northern Lights Cafe,52 E Main St,"Ephrata, PA 17522"
4849,710321052,Yumm,106 E Alamo St,"Brenham, TX 77833"
4850,710321569,Drunken Noodle,4940  Main St,"Manchester Center, VT 05255"
4851,710323641,Thai Siam,396  Cedar Ave,"Crestview, FL 32536"
4852,710331666,Lazy Mountain Espresso,250 N Main St,"Wasilla, AK 99654"
4853,710331716,Last Frontier Brewing Company,238 N Boundary St,"Wasilla, AK 99654"
4854,710389794,J Ollie's Restaurant,9023  Annapolis Rd,"Lanham, MD 20706"
4855,710393746,Potter Food Equipment Solutions,5  Pierpoint Ave,"Rutland, VT 05701"
4856,710394004,Flying Lobster,144  Union St,"Brooklyn, NY 11231"
4857,710397481,Nina's Mexican Food,1651  Sawtelle Blvd,"Los Angeles, CA 90025"
4858,710399503,Korean Bulgogi House,408 W Loudon St,"Chambersburg, PA 17201"
4859,710451886,Nana Seafood,7420  Highway 613,"Moss Point, MS 39563"
4860,710453549,Charleston At Heritage,1437  Heritage Lndg,"Saint Charles, MO 63303"
4861,710462112,Taco Diaz,1000 N Nellis Blvd,"Las Vegas, NV 89110"
4862,710462369,El Taquito,347  Main St,"Longmont, CO 80501"
4863,710480166,Kiwi's Fish & Chips and Meat Pies,778  Falls Ave,"Twin Falls, ID 83301"
4864,710484480,Carlos Mexican Restaurant,1345  Po Box,"Stanley, ND 58784"
4865,710484484,Farmers Union Oil P 0,219  Po Box,"Beach, ND 58621"
4866,710485366,Pop's Steak Fish & Chicken,3651 S Grand Blvd,"Saint Louis, MO 63118"
4867,710512596,Pizza Man,301 W Union Ave,"Litchfield, IL 62056"
4868,710528511,Walden Tracey,550624  Po Box,"Orlando, FL 32855"
4869,710587539,Pizza City Ii,700 N Mildred St,"Ranson, WV 25438"
4870,710595150,The Pizza Shop,232 W Broad Ave,"Albany, GA 31701"
4871,710599784,Cafe Internet #5,7220 S Us Highway 41,"Dunnellon, FL 34432"
4872,710602890,Perking Point,257  Hershey Rd,"Hummelstown, PA 17036"
4873,710652846,Cedar Valley Services Inc,1600  8th Ave NW,"Austin, MN 55912"
4874,710683374,True Restaurant,503  Cloverdale Rd,"Montgomery, AL 36106"
4875,710691681,Subliminal Subs,"729 W Us Highway 50, Ste C","O Fallon, IL 62269"
4876,710698382,JB's Restaurant,1353  Meadow Creek Way NW,"Acworth, GA 30102"
4877,710742567,Denny's,7135  Nc 4,"Battleboro, NC 27809"
4878,710742582,Hardee's,7047  Nc 4,"Battleboro, NC 27809"
4879,710749726,Cod & Capers Seafood Market,1201  Us Highway 1,"North Palm Beach, FL 33408"
4880,710750428,Desi Romano's Sports Bar & Grill,3809  Paris Rd,"Chalmette, LA 70043"
4881,710750535,Subway,106 N Elm St,"Greensboro, NC"
4882,710763166,Barriba Cantina,111 W Crockett St,"San Antonio, TX 78205"
4883,710769065,Riverwalk Roasters LLC,35  Railroad Sq,"Nashua, NH 03064"
4884,710769805,China Express,1738  Bingham Dr,"Fayetteville, NC 28304"
4885,710770722,Mick's Crab House,902 E Pulaski Hwy,"Elkton, MD 21921"
4886,710780845,Tama Cafe,109 W 3rd St,"Tama, IA 52339"
4887,710780912,Space Aliens Grill & Bar,307 N 3rd St,"Bismarck, ND 58501"
4888,710781433,Razzles Bar & Grill,10325 N Government Way,"Hayden, ID 83835"
4889,710788959,Vintage Steak House,119 W Main St,"Independence, KS 67301"
4890,710792657,BnB Seafood,1610  Elkton Rd,"Elkton, MD 21921"
4891,710822447,Fortune Cookie III,7211 E Independence Blvd,"Charlotte, NC 28227"
4892,710842990,21 Main Prime Steak House,4825  Highway 17  S,"North Myrtle Beach, SC 29582"
4893,710847924,A Little Bit Of Cuba Dos,2 E Main St,"Freehold, NJ 07728"
4894,710852890,Top China,5555  Waldos Beach Rd,"Fayetteville, NC 28306"
4895,710863336,Albertacos,23880  Alessandro Blvd,"Moreno Valley, CA 92553"
4896,710865035,Country Kitchen,102 W Oneida St,"Preston, ID"
4897,710895362,Tijuana Flats,13820  Old Saint Augustine Rd,"Jacksonville, FL 32258"
4898,710908392,Oriental Express Rugs,2835 N Susquehanna Trl,"Shamokin Dam, PA 17876"
4899,710936146,A Taste of Thai,11109  Old Seward Hwy,"Anchorage, AK 99515"
4900,710937003,Bangkok Cafe,930 W 5th Ave,"Anchorage, AK 99501"
4901,711004956,The Catch Pen Steakhouse,206  Van Dreff St,"Salmon, ID 83467"
4902,711060497,Taqueria Senor Pepper Authentic Mexican ,127 W 7th St,"Junction City, KS 66441"
4903,711068944,Jimmy John's,"420 N Higgins Ave, Ste A","Missoula, MT"
4904,711092537,Wendy's Old Fashioned Hamburgers,12150  Market Place Dr,"Birch Run, MI"
4905,711096897,Subway,"10598 N College Ave, Ste 100","Indianapolis, IN 46280"
4906,711118734,Huddle House,5611  Brainerd Rd,"Chattanooga, TN"
4907,711132648,Buca di Beppo Italian Restaurant,"8001 South Orange Blossom Trail, #1304","Orlando, FL 32809"
4908,711170092,Rocco's Smokehouse Grill,207  Bypass Rd,"Williamsburg, VA 23185"
4909,711310439,Harvest Brazilian Grill,308 W Main St,"Mandan, ND 58554"
4910,711327753,Bayou Roma,123  5th Ave E,"Hendersonville, NC 28792"
4911,711334247,All The Buzz,2943 W Chinden Blvd,"Garden City, ID 83714"
4912,711371204,Olivers,848  Bridge St,"Ellwood City, PA 16117"
4913,711377841,Pizza Hut,"7605  Nc Highway 68  N, Ste E","Oak Ridge, NC 27310"
4914,711387188,Scv Restaurant Equipment,25605  Avenue Stanford,"Valencia, CA 91355"
4915,711387513,The Restaurant Warehouse,"1301  18th Ave NW, Ste 88","Austin, MN 55912"
4916,711407102,595 Ocean Bl LLC,595  Ocean Blvd,"Hampton, NH 03842"
4917,711412367,March St Burrito LLC,518  March St,"Easton, PA 18042"
4918,711422553,Twins Dragon Chinese,117 W Park St,"Livingston, MT 59047"
4919,711450495,Rocco's Tacos,5090  Pga Blvd,"Palm Beach Gardens, FL 33418"
4920,711461331,Dba Serranos Robert Ross,108 E Walnut St,"Butler, MO 64730"
4921,711467729,Mighty Melt,415 N Maguire St,"Warrensburg, MO 64093"
4922,711478640,China Garden Restaurant,"2100  Stephens Ave, Ste 120","Missoula, MT 59801"
4923,711483850,Meals On Wheels,200 E Franklin St,"Gallatin, TN"
4924,711534687,Tortilleria La Imperio,2015  Richey St,"Pasadena, TX 77502"
4925,711536104,Cuba Bakery II,847  Elizabeth Ave,"Elizabeth, NJ 07201"
4926,711546104,Pizza On Main,135 W Main St,"Forest, MS 39074"
4927,711554845,Open Range Grill,1108 N Spruce St,"Ogallala, NE 69153"
4928,711561264,Amigos Mexican Restauran,711 N 4th St,"Douglas, WY 82633"
4929,711621506,Goblin Market,330  Dora Drawdy Way,"Mount Dora, FL 32757"
4930,711648845,Domino's Pizza,1267  Bay Rd,"Colchester, VT"
4931,711656796,American Food Mart,904 N 4th St,"Champaign, IL 61820"
4932,711658724,Jade Wok,7026  City Center Way,"Fairview, TN 37062"
4933,711682951,Texas Roadhouse,5549 S Williamson Blvd,"Port Orange, FL 32128"
4934,711755501,Restaurant Tacos Mary,125 W Main St,"Jerome, ID 83338"
4935,711777091,Opra House Salon,132  Sunset Ave,"Asheboro, NC 27203"
4936,711811686,Wooden Spoon Bistro,1210  Williston Rd,"South Burlington, VT 05403"
4937,711838947,Laura's Homestyle Cooking,109 W 3rd St,"Tama, IA 52339"
4938,711858680,D'lish Bakery and Cafe,11844  Chester Village Dr,"Chester, VA 23831"
4939,711864068,Ellijay Deli,10 N Side Sq,"Ellijay, GA 30540"
4940,711867905,Tequila's Mexican Grill,"519 W Mary St, Ste 111","Garden City, KS 67846"
4941,711873954,Sweet Marie's Bistro,1  Washington St,"Middlebury, VT 05753"
4942,711874438,Aybar Deli & Grocery,467 W Main St,"Waterbury, CT 06702"
4943,711876739,Refuel Wine Bar and Retail,129 N Spring St,"Spartanburg, SC 29306"
4944,711878388,Rocky's Rib Shack,2275  Santa Clara Dr,"Santa Clara, UT 84765"
4945,711881304,P.F. Chang's China Bistro,2090  Celebration Dr NE,"Grand Rapids, MI 49525"
4946,711902977,Super Star & Gyros,1159 W 47th St,"Chicago, IL 60609"
4947,711903115,P.F. Chang's,2065 E Beltline Avenue,"Grand Rapids, MI 49525"
4948,711905824,Fremont Mediterranean Cafe,450  Fremont St,"Las Vegas, NV 89101"
4949,711907376,Panda Express,1401 E Jackson Ave,"McAllen, TX 78503"
4950,711915125,Sabor Hondureno Restaurant,1206  Richey St,"Pasadena, TX 77506"
4951,711946839,New China Restaurant,105  Us Highway 80  SE,"Pooler, GA 31322"
4952,711950912,Red Dog Cafe,208 S Main St,"Yale, MI 48097"
4953,711955261,Pit Crew Barbecue & Catering,715  10th St,"Wheatland, WY 82201"
4954,711960110,Azteca Mexican Grill,909 Grantley Rd,"York, PA 17403"
4955,711969747,Little Basil,"1  Kedron Ave, Ste K6","Morton, PA 19070"
4956,711973975,McDonald's,12976  Seminole Blvd,"Largo, FL 33778"
4957,711976860,Poseidon Seafood Bar & Grill,503 W Burnside St,"Portland, OR 97209"
4958,711977615,Creasian Restaurant,501 W Chestnut Expy,"Springfield, MO 65802"
4959,712017284,Ken's Coffee House & Restaurant,26 N Delaware St,"Butler, MO 64730"
4960,712033153,121 Cafe,121 S Main St,"Akron, OH 44308"
4961,712055331,Heartattack Grill,450  Fremont St,"Las Vegas, NV 89101"
4962,712061758,McDonald's,7562 SE Maricamp Rd,"Ocala, FL 34472"
4963,712063784,Kaffee Klatsch,701  Washington Blvd,"Newcastle, WY 82701"
4964,712063892,Taqueria El Fogoncito,926  Main St,"Longmont, CO 80501"
4965,712064138,Moe's Place,3933 W Chinden Blvd,"Garden City, ID 83714"
4966,712071002,7 Cases LLC,216  Main St,"Williston, ND 58801"
4967,712073137,108 Asian Cafe,7046  Lawndale St,"Houston, TX 77023"
4968,712073169,Sticky Sweet,1917  19th St,"Lubbock, TX 79401"
4969,712078967,Captain D's Seafood Restaurants,120  Furniture Plaza Dr,"Cornelia, GA 30531"
4970,712087586,Todds Island Seafood,711 N 17th St,"Allentown, PA 18104"
4971,712088305,Sweet Mermaids,340  Front St,"Ketchikan, AK 99901"
4972,712088320,New China,431  Dock St,"Ketchikan, AK 99901"
4973,712139439,Stacked,5273 W 95th St,"Oak Lawn, IL 60453"
4974,712147787,1 Of A Kind,2024 W Van Hook St,"Milan, TN 38358"
4975,712156908,Marzanos,6  School St,"Peterborough, NH 03458"
4976,712174444,1100 Restaurant Group,1100  Westheimer Rd,"Houston, TX 77006"
4977,712175596,The Black Pearl Surf & Turf Grill,2 S Main St,"North East, MD 21901"
4978,712188507,Panda Market,16  Franklin St,"Norwich, CT 06360"
4979,712190338,Paparazzi,15 E Main St,"Battle Ground, WA 98604"
4980,712201888,Wendy's Old Fashioned Hamburgers,4815 N Pima Rd,"Scottsdale, AZ"
4981,712212917,Wendy's Old Fashioned Hamburgers,1004  Sterlington Rd,"Monroe, LA 71203"
4982,712281400,Panda Express,2416 S Georgia St,"Amarillo, TX"
4983,712288098,Cafe Express,311 W Oglethorpe Blvd,"Albany, GA 31701"
4984,712288417,Asian Dragon,5957  Yadkin Rd,"Fayetteville, NC 28303"
4985,712288709,Panda Express,"3058  Mallory Ln, Ste 120","Franklin, TN 37067"
4986,712290845,Qdoba Mexican Grill,3102 E 7th St,"Joplin, MO 64801"
4987,712292597,H and D Roadhouse,1811 E Merritt Island Cswy,"Merritt Island, FL 32952"
4988,712292842,Bonefish Grill,6783-2 Veterans Parkway,"Columbus, GA 31909"
4989,712293187,Mig's Of Saluda,216  Greenwood Hwy,"Saluda, SC 29138"
4990,712306254,Italian Village Pizzeria,101  Clearview Cir,"Butler, PA 16001"
4991,712308000,Paul Barnett Seafood Inc,2525  Marina Bay Dr W,"Fort Lauderdale, FL 33312"
4992,712318820,Bunk Sandwiches,211 SW 6th Ave,"Portland, OR 97204"
4993,712320299,Kathleen's,405  Main St,"Oneonta, NY 13820"
4994,712322545,Pho Thon,7313  Baltimore Ave,"College Park, MD 20740"
4995,712323692,Spartan Gyros Inc,6309 N 76th St,"Milwaukee, WI 53218"
4996,712323841,Capitol Cup,"65 E State St, Ste F","Columbus, OH 43215"
4997,712326401,El Toro Taqueria,116  4th Ave W,"Gooding, ID 83330"
4998,712327436,Hong KONG Star,1100  Main St,"Neodesha, KS 66757"
4999,712332815,Cutthroat Cafe,23 S Idaho St,"Dillon, MT 59725"
5000,712333188,God's Coffee House,317  Mckinley Ave,"Kellogg, ID 83837"
5001,712358243,Rise and Shine Espresso,900  Shoup St,"Salmon, ID 83467"
5002,712358314,Restaurant,22 N Bridge St,"Saint Anthony, ID 83445"
5003,712358757,Primo's,1200  Arrow Point Ln,"Idaho Falls, ID 83404"
5004,712360069,Snake River Grill,84 E Broadway Ave,"Jackson, WY 83001"
5005,712372977,Big Sky Bistro,325  Main St,"Polson, MT 59860"
5006,712386715,Rey San Jose,601 W Cherry St,"Scottsville, KY 42164"
5007,712401524,King's Wok,"1437  Main St, Ste 4","Peckville, PA 18452"
5008,712402842,Top of the 80's,3 Top of the 80's Road,"Hazleton, PA 18202"
5009,712403223,Heeps K Heeps Inc,711 N 17th St,"Allentown, PA 18104"
5010,712419702,11 Cafe,126 S Gay St,"Knoxville, TN 37902"
5011,712420734,Pennys Breakfast Station,316 N Front St,"Townsend, MT 59644"
5012,712433977,Kb South,121 N Main St,"Hailey, ID 83333"
5013,712444479,Subway,3024  Mountain View Dr,"Anchorage, AK 99501"
5014,712485630,Dios Llega Al Hombre,1405  19th St,"Lubbock, TX 79401"
5015,712511104,Nima's Pizza & More Inc,12 E 7th St,"Mountain Home, AR 72653"
5016,712527784,Zaxby's,5921  Ogeechee Rd,"Savannah, GA 31419"
5017,712537219,Casa Italiana,40  Parrish St,"Canandaigua, NY 14424"
5018,712558354,Subway,2775  Dorchester Sq,"Cambridge, MD 21613"
5019,712564058,Popeyes Famous Fried Chicken,1599  Simpson Highway 49,"Magee, MS"
5020,712564886,Oneonta's Home Plate,495  Main St,"Oneonta, NY 13820"
5021,712572475,Ad Astra Books & Coffee House,141 N Santa Fe Ave,"Salina, KS 67401"
5022,712575395,Ellie's Uptown,61  Beattie Pl,"Greenville, SC 29601"
5023,712604046,New China Buffet,"701 S 25th St, Ste 100","Norfolk, NE 68701"
5024,712651191,El Atoron Mexican Restaurant & Bar,117 N Santa Fe Ave,"Salina, KS 67401"
5025,712651200,Cielito Lindo,"228 W 9th St, Ste 1","Coffeyville, KS 67337"
5026,712651463,Harbell's Grill And Sports Bar,315  Park Central  W,"Springfield, MO 65806"
5027,712651484,Route 66 Cafe,1131 N Grant Ave,"Springfield, MO 65802"
5028,712654023,Latteda,709 E Cherry St,"Vermillion, SD 57069"
5029,712658679,Sticky's Smoking Barnyard,79 W Main St,"McConnelsville, OH 43756"
5030,712658926,Lancaster Janitorial & Restaurant Suppli,110 W Chestnut St,"Lancaster, OH 43130"
5031,712661466,Zhang Garden,3035 SE Maricamp Rd,"Ocala, FL 34471"
5032,712661995,Tacoson St Petersburg LLC,2510  22nd Ave N,"Saint Petersburg, FL 33713"
5033,712663748,Debauchery,809 E New Haven Ave,"Melbourne, FL 32901"
5034,712664807,Angie's Steak and Seafood,500  Oxbow Dr,"Grovetown, GA 30813"
5035,712666357,Brenda Kay's Cafe,232 N Hampton St,"Kershaw, SC 29067"
5036,712668199,Flaming Wok,880 N Military Hwy,"Norfolk, VA 23502"
5037,712668291,Taco's Mexico,4108  Jefferson Davis Hwy,"Richmond, VA 23234"
5038,712668959,Christine Abdulghani,1307 W Joppa Rd,"Towson, MD 21204"
5039,712675781,Panda Garden,99  Stafford Rd,"Ellington, CT 06029"
5040,712675798,Sabai Sabai Thai Cusine,22  Merchants Row,"Middlebury, VT 05753"
5041,712714795,Sushi Ai,729 W Us Highway 50,"O Fallon, IL 62269"
5042,712715467,New China 2,3533 N Western Ave,"Chicago, IL 60618"
5043,712720967,Sabines Coffee Shop,107 E Broad St,"Statesville, NC 28677"
5044,712736543,Wild Wild Wings,5130  Gall Blvd,"Zephyrhills, FL 33542"
5045,712739341,Lil Pizza & Sub,1117 S Rogers St,"Pooler, GA 31322"
5046,712757522,Peking House,176  Union St,"Vernon, CT 06066"
5047,712767978,Peking Inc,2717  Ocean Gtwy,"Cambridge, MD 21613"
5048,712848713,Vista Tavern,4328  William L Wilson Fwy,"Harpers Ferry, WV 25425"
5049,712895506,17th St Deli,2506 SE 17th St,"Ocala, FL 34471"
5050,712932101,Limestone Cafe,1015  16th St,"Bedford, IN 47421"
5051,712945689,Stone Soup Cafe,507  Gaffney Rd,"Fairbanks, AK 99701"
5052,712950036,Rice Village,"3000  Gateway St, Ste 914","Springfield, OR 97477"
5053,712972830,Mamantial,1499 N Wells Ave,"Reno, NV 89512"
5054,712979424,Blue Lemon,"6910 S Highland Dr, Ste 10","Salt Lake City, UT 84121"
5055,712980211,Henry Guy LLC,403 S Main St,"Moscow, ID 83843"
5056,712980550,Del Taco,2121  12th Ave Rd,"Nampa, ID"
5057,712980569,Uncle Tony's BBQ Pit,270 N Main St,"Mountain Home, ID 83647"
5058,712980807,Cowboy Grill,519  Main St,"Salmon, ID 83467"
5059,712981001,Western Roadhouse Grill & BBQ,715  Pine Ave,"Kemmerer, WY 83101"
5060,712981384,Front Porch Deli,536  Arapahoe St,"Thermopolis, WY 82443"
5061,712981400,The Eatery,1452  Sheridan Ave,"Cody, WY 82414"
5062,712983001,Taueria Madero,830  Lashley St,"Longmont, CO 80504"
5063,713006874,Eggbert's,610 N Mcgee St,"Caney, KS 67333"
5064,713010066,El Dorado,200 S Main St,"El Dorado Springs, MO 64744"
5065,713010067,Campos Ruden,200 S Main St,"El Dorado Springs, MO 64744"
5066,713012382,Mary Lou's Grill,118 S Illinois Ave,"Carbondale, IL 62901"
5067,713013916,Ichiban Buffet,"105 N Mattis Ave, Ste D","Champaign, IL 61821"
5068,713015681,1 Chop Suey,2550 W Addison St,"Chicago, IL 60618"
5069,713020489,Mama Q's Vietnamese Kitchen,125  Central Ave,"Whitefish, MT 59937"
5070,713020619,Vinny's Grille & Sushi Bar,3  3rd Ave W,"Polson, MT 59860"
5071,713020756,The Empanada Joint,123 E Main St,"Missoula, MT 59802"
5072,713020886,Montana Morning Coffee,25 S Idaho St,"Dillon, MT 59725"
5073,713020971,The Cafe At Park & Main,8 W Park St,"Butte, MT 59701"
5074,713021069,Subway,135  5th Ave N,"Shelby, MT"
5075,713021366,Russon's Deli,18  2nd St E,"Williston, ND 58801"
5076,713036299,NAPA Auto Parts,2036 E Us Highway 20,"Michigan City, IN 46360"
5077,713039703,China Inn,852  Union Blvd,"Englewood, OH 45322"
5078,713042049,Lemon Berry Frozen Yogurt,201 S Court St,"Medina, OH 44256"
5079,713050312,Bentons Cafe,1600  Division St,"Nashville, TN 37203"
5080,713050715,Butter Bean Baker and Bistro,112  College St,"Gallatin, TN 37066"
5081,713051592,Cahall's Deli & More Inc,105 W Orange Ave,"Foley, AL 36535"
5082,713056141,Grace Japanese Steakhouse,3035 SE Maricamp Rd,"Ocala, FL 34471"
5083,713056366,Bonefish Grill,1681 US Highway 41 Bypass South,"Venice, FL 34293"
5084,713060119,Sandtrap Grille and Bar,3509  Southport Springs Pkwy,"Zephyrhills, FL 33541"
5085,713060916,Jersey Johnny's Pizzeria,"1313 W Boynton Beach Blvd, Ste 5","Boynton Beach, FL 33426"
5086,713074694,Little Alley Steak,955 Canton St.,"Roswell, GA 30075"
5087,713092678,1001 Nights Restaurant,10783  Bustleton Ave,"Philadelphia, PA 19116"
5088,713094131,Logan's Roadhouse,913 Airport Center Rd,"Allentown, PA 18109"
5089,713098606,Soup R Salads,308 S Warren St,"Syracuse, NY 13202"
5090,713098629,Odessas Take Out,207 E Jefferson St,"Syracuse, NY 13202"
5091,713098779,Beach House Restaurant,"37  Main St, Ste 3","Cortland, NY 13045"
5092,713112880,D&G Pizza,200  Westminster Rd,"Canterbury, CT 06331"
5093,713113646,Jack And Grill,18  Severance Grn,"Colchester, VT 05446"
5094,713114759,Amatos,260  Mechanic St,"Lebanon, NH 03766"
5095,713115244,Portland Pie Co,14  Railroad Sq,"Nashua, NH 03064"
5096,713139526,Fcb Desserts Llc,540 W Mcdaniel St,"Springfield, MO 65806"
5097,713156333,Tienda El Paraiso,250 S Main St,"Ellijay, GA 30540"
5098,713157870,Sizzling Wok,6908  Matthews Mint Hill Rd,"Charlotte, NC 28227"
5099,713166296,6th & Main Market,600  Main St,"Clarion, PA 16214"
5100,713170493,Empire Asian,230  Inman Ave,"Colonia, NJ 07067"
5101,713191409,Ground Zero,1600  Terminal Dr,"Saginaw, MI 48601"
5102,713191741,Chilangos Tacos,109 W 2nd St,"Ligonier, IN 46767"
5103,713192518,Traditions Family Restaurant,11500  Alexandria Pike,"Alexandria, KY 41001"
5104,713198501,Subway,26 S Market St,"Selinsgrove, PA"
5105,713220320,Agave Cocina & Cantina,17158  Redmond Way,"Redmond, WA 98052"
5106,713230311,Pupsere Y Taqueria,585  Reno Ave,"Reno, NV 89509"
5107,713233392,Mandarin Garden,801 S Main St,"Kemmerer, WY 83101"
5108,713246384,Dave's Diner,109 E Us Highway 54,"El Dorado Springs, MO 64744"
5109,713262342,St Clair Manor,224 E 3rd St,"Greenville, OH 45331"
5110,713265430,El Rio Mexican Grill,1415  Washington St,"Vicksburg, MS 39180"
5111,713267025,Stir Fry Cafe,101  Roan St,"Johnson City, TN 37601"
5112,713268710,Taqueria Tonita,13648  Tamiami Trl,"North Port, FL 34287"
5113,713273382,Eighteen Hundred Mexican Restaurant,329 W Lamar St,"Americus, GA 31709"
5114,713277860,Asian Cafe,114 N Elm St,"Greensboro, NC 27401"
5115,713279982,Jassmin Coffee,2 W Washington St,"Hagerstown, MD 21740"
5116,713281970,Taqueria Lagunas,1160  Newark Rd,"Toughkenamon, PA 19374"
5117,713292708,The Spaghetti Stain,421  Central Ave,"Dover, NH 03820"
5118,713292805,Ralph & Joe's Cafe,416  Central St,"Franklin, NH 03235"
5119,713295909,Ikura Japanese Restaurant,1542 N Airline Hwy,"Gonzales, LA 70737"
5120,713296083,Panera Bread,2625 Towne Lake Parkway,"Woodstock, GA 30189"
5121,713305193,Mmi Ventures DBA Maria Mias Mexican Bist,849 E Commerce St,"San Antonio, TX 78205"
5122,713305383,Taco Express,"1900  Strawberry Rd, Ste A","Pasadena, TX 77502"
5123,713309987,Ice Box Bar & Grill,227 W Main St,"Carbondale, IL 62901"
5124,713316893,Willie Moore's Restaurant & Lounge,109 N Main St,"Memphis, TN 38103"
5125,713322388,The Dug Out,430 N Main St,"Hendersonville, NC 28792"
5126,713325603,Bella's Pizza LLC,29 S Market St,"Selinsgrove, PA 17870"
5127,713327019,KFC,374  Main St,"Oneonta, NY 13820"
5128,713332600,Roksana,133  Mount Auburn St,"Watertown, MA 02472"
5129,713332630,Primo's Pizza,10 Perkins Ave,"Brockton, MA 02301"
5130,713335056,Lunch Break,270 S Sutherland St,"Globe, AZ 85501"
5131,713340169,Eva's CupCakery,"3048 Mountain View Dr., Ste. #116","Anchorage, AK 99501"
5132,713347181,La Nina Fresa,13370 W Van Buren St,"Goodyear, AZ 85338"
5133,713347680,El Herradero,210 E 5th  N,"Mountain Home, ID 83647"
5134,713348576,Amigos Los,112 N Dumas Ave,"Dumas, TX 79029"
5135,713355444,Thunderbird Gourmet,129  3rd Ave NE,"Valley City, ND 58072"
5136,713356191,Huan Xi,2428 N Murray Ave,"Milwaukee, WI 53211"
5137,713356194,Papa John's Pizza,7979 N Sherman Blvd,"Milwaukee, WI 53209"
5138,713356573,New China Buffet & Grill,1201 E Army Post Rd,"Des Moines, IA 50315"
5139,713363312,La Iguana Mexican Restaurant,2234 N Cove Blvd,"Panama City, FL 32405"
5140,713364099,Cafe at Pharr,"4300 Paces Ferry Rd SE, #244","Atlanta, GA 30339"
5141,713365187,Herbs Produce And Seafood,2011  Princess Place Dr,"Wilmington, NC 28405"
5142,713380062,Highliner Coffee,327  Seward St,"Sitka, AK 99835"
5143,713384307,Quality Inn & Suites - Oceanfront,705 Atlantic Ave,"Virginia Beach, VA 23451"
5144,713388844,Johnnys Pizza,1526 N Main St,"Meridian, ID 83642"
5145,713393095,Florida Wholesale Meats,1604 NW 34th Ter,"Fort Lauderdale, FL 33311"
5146,713452274,El Jaliciense of Wyoming,1433  Central Ave,"Kemmerer, WY 83101"
5147,713453459,105 Cafe,3010 W Davis St,"Conroe, TX 77304"
5148,713455380,Charlie's Steak Ribs & Ale,211 S 3rd St,"Branson, MO 65616"
5149,713456414,LATTES & SUNDAES,503  Fuller Ave,"Helena, MT 59601"
5150,713456449,The Williston,408  1st Ave E,"Williston, ND 58801"
5151,713460358,Subway,"12100  Us Highway 1, Ste B","North Palm Beach, FL 33408"
5152,713461482,East Dublin Seafood,106  Nathaniel Dr,"East Dublin, GA 31027"
5153,713502485,Lilac Restaurant Group Llc,2515  Montana Ave,"Billings, MT 59101"
5154,713507208,Z-Brest Pizza,417 W Houghton Ave,"West Branch, MI 48661"
5155,713509376,The Angry Tomato,23773  Sprague Rd,"Columbia Station, OH 44028"
5156,713516925,A Slice of Heaven,"111 N Florida Ave, Ste D","Inverness, FL 34453"
5157,713523347,Super 8 Big Timber,20A  Big Timber Loop Rd,"Big Timber, MT"
5158,713526104,Clay Pot Coffee Shop,166 S Dargan St,"Florence, SC 29506"
5159,713526236,'Cesca,5  Faber St,"Charleston, SC 29401"
5160,713530754,Big Play Sports Grill,7313  Baltimore Ave,"College Park, MD 20740"
5161,713541706,Clove Fine Indian Cuisine,201 Strykers Rd,"Phillipsburg, NJ 08865"
5162,713542429,East Wok,216  Centennial Ave,"Cranford, NJ 07016"
5163,713554555,Pizano's,129 E Main St,"Visalia, CA 93291"
5164,713562301,Subway,204 S Mcgee St,"Caney, KS 67333"
5165,713563899,Alex's Pizza,711 W Us Highway 50,"O Fallon, IL 62269"
5166,713570507,Chipotle Mexican Grill,4030  South St,"Lafayette, IN"
5167,713570618,Tomate's Mexican Grill,220  Columbia St,"Lafayette, IN 47901"
5168,713573415,Scooters Bar & Grill,39 S Main St,"Fort Loramie, OH 45845"
5169,713576569,Nadia's Cafe,15  Broadway,"Kissimmee, FL 34741"
5170,713578472,Island Breeze Restaurant,1410  Palmdale St,"Jacksonville, FL 32208"
